Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source
South Africa,KwaZulu-Natal,Grey's Hospital,Provincial Tertiary Hospital,MoH,-29.5795999999999,30.3638,GPS
South Africa,KwaZulu-Natal,Greytown Clinic,Clinic,Local authority,-29.0664,30.5993999999999,GPS
South Africa,KwaZulu-Natal,Greytown Gateway Clinic,Clinic,MoH,-29.0662999999999,30.5993999999999,GPS
South Africa,KwaZulu-Natal,Greytown Hospital,District Hospital,MoH,-29.0657,30.6,GPS
South Africa,KwaZulu-Natal,Greyville Satellite Clinic,Satellite Clinic,Local authority,-29.8335,31.0203999999999,GPS
South Africa,KwaZulu-Natal,Groenvlei Clinic,Clinic,MoH,-27.4526,30.2189,GPS
South Africa,KwaZulu-Natal,Groutville Clinic,Clinic,MoH,-29.3889,31.2524,GPS
South Africa,KwaZulu-Natal,Grove End Clinic,Clinic,Local authority,-29.6979,31.0244,GPS
South Africa,KwaZulu-Natal,Gugwini Clinic,Clinic,MoH,-30.5029,29.8733,GPS
South Africa,KwaZulu-Natal,Gunjana Clinic,Clinic,MoH,-28.637,30.3377,GPS
South Africa,KwaZulu-Natal,Gunjaneni Clinic,Clinic,MoH,-28.2448,32.088,GPS
South Africa,KwaZulu-Natal,Gwala Clinic,Clinic,MoH,-29.8573999999999,29.7901999999999,GPS
South Africa,KwaZulu-Natal,Gwaliweni Clinic,Clinic,MoH,-27.3070999999999,31.9779,GPS
South Africa,KwaZulu-Natal,Halambu Clinic,Clinic,MoH,-28.7732999999999,31.1047,GPS
South Africa,KwaZulu-Natal,Halley Stott Clinic,Clinic,MoH,-29.739,30.7366999999999,GPS
South Africa,KwaZulu-Natal,Hambanathi Clinic,Clinic,Local authority,-29.5583999999999,31.1193999999999,GPS
South Africa,KwaZulu-Natal,Harding Clinic,Clinic,MoH,-30.5748,29.8830999999999,GPS
South Africa,KwaZulu-Natal,Hartland Clinic,Clinic,MoH,-27.4261,31.0461999999999,GPS
South Africa,KwaZulu-Natal,Hillary Clinic,Clinic,Local authority,-29.8857,30.9368,GPS
South Africa,KwaZulu-Natal,Hlabisa Gateway Clinic,Clinic,MoH,-28.1435,31.8789,GPS
South Africa,KwaZulu-Natal,Hlabisa Hospital,District Hospital,MoH,-28.1454999999999,31.8807,GPS
South Africa,KwaZulu-Natal,Hlathi Dam Clinic,Clinic,MoH,-28.2375,30.5433999999999,GPS
South Africa,KwaZulu-Natal,Hlengimpilo Clinic,Clinic,MoH,-28.1116999999999,31.6723,GPS
South Africa,KwaZulu-Natal,Hlengisizwe CHC,Community Health Centre,MoH,-29.8228,30.6548,GPS
South Africa,KwaZulu-Natal,Hlobane Clinic,Clinic,MoH,-27.7201999999999,31.0013,GPS
South Africa,KwaZulu-Natal,Hlokozi Clinic,Clinic,MoH,-30.3611,30.2935,GPS
South Africa,KwaZulu-Natal,Hlomendlini Clinic,Clinic,MoH,-29.1859,31.3968999999999,GPS
South Africa,KwaZulu-Natal,Hlomendlini Satellite Clinic,Satellite Clinic,MoH,-29.1859,31.3968999999999,GPS
South Africa,KwaZulu-Natal,Hluhluwe Clinic,Clinic,MoH,-28.0218999999999,32.2706,GPS
South Africa,KwaZulu-Natal,Howick Clinic,Clinic,MoH,-29.4868999999999,30.2317,GPS
South Africa,KwaZulu-Natal,Howick West Satellite Clinic,Satellite Clinic,MoH,-29.506,30.2299,GPS
South Africa,KwaZulu-Natal,Ibisi Clinic,Clinic,MoH,-30.3919999999999,29.89,GPS
South Africa,KwaZulu-Natal,Idlebe Clinic,Clinic,MoH,-28.5246,31.1479,GPS
South Africa,KwaZulu-Natal,Imbalenhle CHC,Community Health Centre,MoH,-29.6567,30.3423,GPS
South Africa,KwaZulu-Natal,Impilwenhle Clinic,Clinic,MoH,-29.6695999999999,30.3516,GPS
South Africa,KwaZulu-Natal,Inanda C CHC,Community Health Centre,MoH,-29.7116,30.9727,GPS
South Africa,KwaZulu-Natal,Inanda Seminary Clinic,Clinic,Local authority,-29.7081,30.9218,GPS
South Africa,KwaZulu-Natal,Ingogo Clinic,Clinic,MoH,-27.5916,29.9052,GPS
South Africa,KwaZulu-Natal,Inhlwathi Clinic,Clinic,MoH,-28.0169999999999,31.9745999999999,GPS
South Africa,KwaZulu-Natal,Injabulo Clinic,Clinic,MoH,-29.6026999999999,30.632,GPS
South Africa,KwaZulu-Natal,Injisuthi Clinic,Clinic,MoH,-28.9403,29.5775,GPS
South Africa,KwaZulu-Natal,Inkosi Albert Luthuli Central Hospital,National Central Hospital,MoH,-29.8738999999999,30.9588,GPS
South Africa,KwaZulu-Natal,Isandlwana Clinic,Clinic,MoH,-28.3606,30.6678999999999,GPS
South Africa,KwaZulu-Natal,Isiboniso Clinic,Clinic,MoH,-28.8267999999999,32.0152,GPS
South Africa,KwaZulu-Natal,Isipingo Clinic,Clinic,Local authority,-29.9887,30.9254,GPS
South Africa,KwaZulu-Natal,Isithebe Clinic,Clinic,MoH,-29.094,31.43,GPS
South Africa,KwaZulu-Natal,Isithundu Clinic,Clinic,MoH,-29.2441999999999,30.9791999999999,GPS
South Africa,KwaZulu-Natal,Itshelejuba Gateway Clinic,Clinic,MoH,-27.2759,31.346,GPS
South Africa,KwaZulu-Natal,Itshelejuba Hospital,District Hospital,MoH,-27.2774,31.3479999999999,GPS
South Africa,KwaZulu-Natal,Ixopo Clinic,Clinic,MoH,-30.1475,30.0672999999999,GPS
South Africa,KwaZulu-Natal,Izingolweni Clinic,Clinic,MoH,-30.7819,30.1247,GPS
South Africa,KwaZulu-Natal,Jolivet Clinic,Clinic,MoH,-30.2669999999999,30.3541999999999,GPS
South Africa,KwaZulu-Natal,Jozini Clinic,Clinic,MoH,-27.4256999999999,32.0726,GPS
South Africa,KwaZulu-Natal,Kahhemulana Clinic,Clinic,MoH,-27.9115,31.4182999999999,GPS
South Africa,KwaZulu-Natal,Kearsney Clinic,Clinic,MoH,-29.2937,31.2395999999999,GPS
South Africa,KwaZulu-Natal,Khambi Clinic,Clinic,MoH,-27.7784,31.3143999999999,GPS
South Africa,KwaZulu-Natal,Khan Road Clinic,Clinic,MoH,-29.5490999999999,30.4053,GPS
South Africa,KwaZulu-Natal,Khandisa Clinic,Clinic,MoH,-28.8599999999999,31.8325,GPS
South Africa,KwaZulu-Natal,Khanyiselani Health Post,Health Post,MoH,-30.4499999999999,29.42,GPS
South Africa,KwaZulu-Natal,Khayelihle Clinic,Clinic,MoH,-30.4518999999999,30.5347,GPS
South Africa,KwaZulu-Natal,Khotsong TB Hospital,Clinic,MoH,-29.2696,30.8476,GPS
South Africa,KwaZulu-Natal,Kilmun Clinic,Clinic,MoH,-29.9533999999999,29.5515,GPS
South Africa,KwaZulu-Natal,King Dinuzulu Clinic,Clinic,MoH,-28.8886,31.4965,GPS
South Africa,KwaZulu-Natal,King Edward VIII Hospital,Provincial Tertiary Hospital,MoH,-29.8822,30.9895,GPS
South Africa,KwaZulu-Natal,Kingsburgh Clinic,Clinic,Local authority,-30.0963999999999,30.8549,GPS
South Africa,KwaZulu-Natal,Klaarwater Clinic,Clinic,Local authority,-29.884,30.8299999999999,GPS
South Africa,KwaZulu-Natal,Kleinfontein Clinic,Clinic,MoH,-28.3629,29.6496,GPS
South Africa,KwaZulu-Natal,Kloof Clinic,Clinic,Local authority,-29.7886999999999,30.8368,GPS
South Africa,KwaZulu-Natal,Kokstad Clinic,Clinic,MoH,-30.5501,29.4286999999999,GPS
South Africa,KwaZulu-Natal,Kranskop Clinic,Clinic,MoH,-28.9685999999999,30.8643,GPS
South Africa,KwaZulu-Natal,KwaDabeka CHC,Community Health Centre,MoH,-29.7773,30.8975,GPS
South Africa,KwaZulu-Natal,KwaDukuza Clinic,Clinic,MoH,-29.3426,31.2891,GPS
South Africa,KwaZulu-Natal,KwaDukuza Gateway Clinic,Clinic,MoH,-29.3426,31.2891,GPS
South Africa,KwaZulu-Natal,KwaJali Clinic,Clinic,MoH,-30.6599,29.7375,GPS
South Africa,KwaZulu-Natal,KwaMagwaza Gateway Clinic,Clinic,MoH,-28.6293,31.3411,GPS
South Africa,KwaZulu-Natal,KwaMagwaza Hospital,District Hospital,MoH,-28.6293,31.3411,GPS
South Africa,KwaZulu-Natal,KwaMakhutha Clinic,Clinic,MoH,-30.0247999999999,30.8652,GPS
South Africa,KwaZulu-Natal,KwaMame Clinic,Clinic,MoH,-28.1408999999999,31.4902,GPS
South Africa,KwaZulu-Natal,KwaMashu B Clinic,Clinic,Local authority,-29.747,30.9897999999999,GPS
South Africa,KwaZulu-Natal,KwaMashu Poly CHC,Community Health Centre,MoH,-29.7455,30.9738,GPS
South Africa,KwaZulu-Natal,Kwamashumi Clinic,Clinic,MoH,-30.3336,30.1163999999999,GPS
South Africa,KwaZulu-Natal,KwaMbiza Clinic,Clinic,MoH,-28.5493999999999,31.6488,GPS
South Africa,KwaZulu-Natal,KwaMbonambi Clinic Sappi Clinic,Clinic,MoH,-28.5945,32.0904,GPS
South Africa,KwaZulu-Natal,KwaMbunde Clinic,Clinic,MoH,-30.728,30.344,GPS
South Africa,KwaZulu-Natal,KwaMbuzi Clinic,Clinic,MoH,-27.1815,32.1901999999999,GPS
South Africa,KwaZulu-Natal,KwaMsane Clinic,Clinic,MoH,-28.4278,32.1482,GPS
South Africa,KwaZulu-Natal,KwaMteyi Clinic,Clinic,MoH,-28.6299999999999,30.0707999999999,GPS
South Africa,KwaZulu-Natal,KwaNdaba Clinic,Clinic,MoH,-27.0216999999999,32.3057999999999,GPS
South Africa,KwaZulu-Natal,KwaNdengezi Clinic,Clinic,MoH,-29.8638,30.7781999999999,GPS
South Africa,KwaZulu-Natal,KwaNgcolosi Clinic,Clinic,MoH,-29.7016999999999,30.8385,GPS
South Africa,KwaZulu-Natal,KwaNkundla Clinic,Clinic,MoH,-27.3987,31.2679,GPS
South Africa,KwaZulu-Natal,KwaNyezi Clinic,Clinic,MoH,-28.3255,30.7589,GPS
South Africa,KwaZulu-Natal,KwaNyuswa Clinic,Clinic,MoH,-29.4375,30.9581,GPS
South Africa,KwaZulu-Natal,KwaSenge Clinic,Clinic,MoH,-28.8081999999999,30.7753,GPS
South Africa,KwaZulu-Natal,KwaShoba Clinic,Clinic,MoH,-27.3675999999999,31.4743999999999,GPS
South Africa,KwaZulu-Natal,KwaYanguye Clinic,Clinic,MoH,-28.4887,31.5507999999999,GPS
South Africa,KwaZulu-Natal,KwaZibi Clinic,Clinic,MoH,-27.1457,32.7548,GPS
South Africa,KwaZulu-Natal,KwaZulu Shoe Company Clinic,Clinic,Private not for profit,,,
South Africa,KwaZulu-Natal,La Lucia Clinic,Clinic,Local authority,-29.7543,31.0623,GPS
South Africa,KwaZulu-Natal,Ladam Irene Clinic,Clinic,MoH,-30.3136,29.7946999999999,GPS
South Africa,KwaZulu-Natal,Ladybank Clinic,Clinic,MoH,-27.9640999999999,30.2153999999999,GPS
South Africa,KwaZulu-Natal,Ladysmith Gateway Clinic,Clinic,MoH,-28.5589,29.7651,GPS
South Africa,KwaZulu-Natal,Ladysmith Health Care Centre Clinic,Clinic,MoH,-28.55,29.78,GPS
South Africa,KwaZulu-Natal,Ladysmith Hospital,Regional Hospital,MoH,-28.5566999999999,29.7661,GPS
South Africa,KwaZulu-Natal,Lakeside Satellite Clinic,Satellite Clinic,Local authority,-28.7762999999999,32.0998999999999,GPS
South Africa,KwaZulu-Natal,Lamontville Clinic,Clinic,Local authority,-29.9422999999999,30.9499,GPS
South Africa,KwaZulu-Natal,Lancers Road Clinic,Clinic,Local authority,-29.858,31.01,GPS
South Africa,KwaZulu-Natal,Limehill Clinic,Clinic,MoH,-28.4384,30.2438,GPS
South Africa,KwaZulu-Natal,Limit Hill Clinic,Clinic,MoH,-28.5387999999999,29.8052999999999,GPS
South Africa,KwaZulu-Natal,Lindelani Clinic,Clinic,MoH,-29.7429999999999,30.9307,GPS
South Africa,KwaZulu-Natal,Lomo Clinic,Clinic,MoH,-28.2167999999999,31.6343999999999,GPS
South Africa,KwaZulu-Natal,Lourdes Clinic,Clinic,MoH,-30.2000999999999,29.681,GPS
South Africa,KwaZulu-Natal,Louwsburg Clinic,Clinic,MoH,-27.5779999999999,31.3005,GPS
South Africa,KwaZulu-Natal,Lovu Clinic,Clinic,Local authority,-30.0622,30.8267999999999,GPS
South Africa,KwaZulu-Natal,Lower Umfolozi War Memorial Hospital,Regional Hospital,MoH,-28.7395,31.8972,GPS
South Africa,KwaZulu-Natal,Ludimala Clinic,Clinic,MoH,-30.8689,30.2833,GPS
South Africa,KwaZulu-Natal,Luganda Clinic,Clinic,Local authority,-29.8881,30.8040999999999,GPS
South Africa,KwaZulu-Natal,Luneburg Clinic,Clinic,MoH,-27.3297999999999,30.6309,GPS
South Africa,KwaZulu-Natal,Luwamba Clinic,Clinic,MoH,-28.6292,31.6948,GPS
South Africa,KwaZulu-Natal,Mabamba Clinic,Clinic,MoH,-28.8079,31.8636,GPS
South Africa,KwaZulu-Natal,Mabedlane Clinic,Clinic,MoH,-28.2998,31.3839,GPS
South Africa,KwaZulu-Natal,Mabheleni Clinic,Clinic,MoH,-30.442,30.321,GPS
South Africa,KwaZulu-Natal,Mabhuqweni Clinic,Clinic,MoH,-28.5101,30.8355999999999,GPS
South Africa,KwaZulu-Natal,Mabibi Clinic,Clinic,MoH,-27.3282999999999,32.7308999999999,GPS
South Africa,KwaZulu-Natal,Macabuzela Clinic,Clinic,MoH,-28.0280999999999,32.1599999999999,GPS
South Africa,KwaZulu-Natal,Macambini Clinic,Clinic,MoH,-29.126,31.5699,GPS
South Africa,KwaZulu-Natal,Machibini Clinic,Clinic,MoH,-28.2811999999999,32.0452,GPS
South Africa,KwaZulu-Natal,Madadeni 1 Clinic,Clinic,MoH,-27.7520999999999,30.024,GPS
South Africa,KwaZulu-Natal,Madadeni 5 Clinic,Clinic,MoH,-27.7564999999999,30.042,GPS
South Africa,KwaZulu-Natal,Madadeni 7 Clinic,Clinic,MoH,-27.7486999999999,30.0328,GPS
South Africa,KwaZulu-Natal,Madadeni Gateway Clinic,Clinic,MoH,-27.7635,30.0507999999999,GPS
South Africa,KwaZulu-Natal,Madadeni Hospital,Regional Hospital,MoH,-27.7635,30.0507999999999,GPS
South Africa,KwaZulu-Natal,Madiba Clinic,Clinic,MoH,-28.9792999999999,29.6925999999999,GPS
South Africa,KwaZulu-Natal,Madlala Clinic,Clinic,MoH,-30.6311,30.4271999999999,GPS
South Africa,KwaZulu-Natal,Madonela Clinic,Clinic,MoH,-27.3428,32.2625,GPS
South Africa,KwaZulu-Natal,Madwaleni Clinic,Clinic,MoH,-28.2637,32.222,GPS
South Africa,KwaZulu-Natal,Mafakathini Clinic,Clinic,MoH,-29.6437999999999,30.1475,GPS
South Africa,KwaZulu-Natal,Magabheni Clinic,Clinic,MoH,-30.1734,30.7658999999999,GPS
South Africa,KwaZulu-Natal,Magagadolo Clinic,Clinic,MoH,-28.2459999999999,31.117,GPS
South Africa,KwaZulu-Natal,Maguzu Clinic,Clinic,MoH,-29.5814999999999,30.5645999999999,GPS
South Africa,KwaZulu-Natal,Mahashini Clinic,Clinic,MoH,-27.8764,31.5257,GPS
South Africa,KwaZulu-Natal,Mahatma Gandhi Hospital,Regional Hospital,MoH,-29.7182999999999,31.0289,GPS
South Africa,KwaZulu-Natal,Mahlungulu Clinic,Clinic,MoH,-26.8862999999999,32.8115999999999,GPS
South Africa,KwaZulu-Natal,Mahlutshini Clinic,Clinic,MoH,-29.5538999999999,29.5993999999999,GPS
South Africa,KwaZulu-Natal,Makhathini Clinic,Clinic,MoH,-27.4438,32.1602999999999,GPS
South Africa,KwaZulu-Natal,Makhosini Clinic,Clinic,MoH,-28.379,31.2715,GPS
South Africa,KwaZulu-Natal,Makhowe Clinic,Clinic,MoH,-27.9606999999999,32.1403,GPS
South Africa,KwaZulu-Natal,Makhwela Clinic,Clinic,MoH,-27.6866999999999,31.3494999999999,GPS
South Africa,KwaZulu-Natal,Malenge Clinic,Clinic,MoH,-30.1522,29.6225999999999,GPS
South Africa,KwaZulu-Natal,Malunga Clinic,Clinic,MoH,-28.5368999999999,30.9019,GPS
South Africa,KwaZulu-Natal,Mambedwini Clinic,Clinic,MoH,-29.4881999999999,30.6261,GPS
South Africa,KwaZulu-Natal,Manaba Clinic,Clinic,MoH,-27.2871999999999,32.4343,GPS
South Africa,KwaZulu-Natal,Mandaba Clinic,Clinic,MoH,-28.6801999999999,31.2156999999999,GPS
South Africa,KwaZulu-Natal,Mandeni Clinic,Clinic,MoH,-29.1511,31.4091999999999,GPS
South Africa,KwaZulu-Natal,Mandlanzini Clinic,Clinic,MoH,-28.7383999999999,32.1041999999999,GPS
South Africa,KwaZulu-Natal,Mandleni Clinic,Clinic,MoH,-28.7237,30.3575,GPS
South Africa,KwaZulu-Natal,Mangeni Clinic,Clinic,MoH,-28.4661,30.7730999999999,GPS
South Africa,KwaZulu-Natal,Manguzi Hospital,District Hospital,MoH,-26.984,32.7563999999999,GPS
South Africa,KwaZulu-Natal,Manxili Clinic,Clinic,MoH,-28.507,30.7396999999999,GPS
South Africa,KwaZulu-Natal,Manyane Clinic,Clinic,MoH,-28.7752,30.9036,GPS
South Africa,KwaZulu-Natal,Manyiseni Clinic,Clinic,MoH,-26.914,32.0356,GPS
South Africa,KwaZulu-Natal,Maphephetheni Clinic,Clinic,MoH,-29.6452999999999,30.7922,GPS
South Africa,KwaZulu-Natal,Maphophoma Clinic,Clinic,MoH,-28.0376,31.6801999999999,GPS
South Africa,KwaZulu-Natal,Maphumulo Clinic,Clinic,MoH,-29.1554,31.0681,GPS
South Africa,KwaZulu-Natal,Maputa Clinic,Clinic,MoH,-26.9943999999999,32.7556,GPS
South Africa,KwaZulu-Natal,Maqumbi Clinic,Clinic,MoH,-29.1709,31.2027,GPS
South Africa,KwaZulu-Natal,Marburg Clinic,Clinic,MoH,-30.7474999999999,30.4297,GPS
South Africa,KwaZulu-Natal,Margate Clinic,Clinic,MoH,-30.8653,30.3643,GPS
South Africa,KwaZulu-Natal,Mariannridge Clinic,Clinic,Local authority,-29.8624,30.8212,GPS
South Africa,KwaZulu-Natal,Masada Workshop Clinic,Clinic,Local authority,-29.7959999999999,30.92,GPS
South Africa,KwaZulu-Natal,Mashona Clinic,Clinic,MoH,-28.2236,31.4771,GPS
South Africa,KwaZulu-Natal,Mason Street Clinic,Clinic,MoH,-27.7656999999999,30.8011,GPS
South Africa,KwaZulu-Natal,Masons Clinic,Clinic,MoH,-29.5554999999999,30.4346,GPS
South Africa,KwaZulu-Natal,Masotsheni Clinic,Clinic,MoH,-28.2866,30.5766999999999,GPS
South Africa,KwaZulu-Natal,Mathungela Clinic,Clinic,MoH,-28.8970999999999,31.0809,GPS
South Africa,KwaZulu-Natal,Matikwe Clinic,Clinic,Private not for profit,-29.911,30.8419999999999,GPS
South Africa,KwaZulu-Natal,Matiwaneskop Clinic,Clinic,MoH,-28.3507,29.8980999999999,GPS
South Africa,KwaZulu-Natal,Mawele Clinic,Clinic,MoH,-28.6944,30.5563,GPS
South Africa,KwaZulu-Natal,Mayizekane Clinic,Clinic,MoH,-29.5310999999999,30.6252,GPS
South Africa,KwaZulu-Natal,Mazabeko Clinic,Clinic,MoH,-28.5306,30.587,GPS
South Africa,KwaZulu-Natal,Mbadleni Clinic,Clinic,MoH,-26.9625999999999,32.1351999999999,GPS
South Africa,KwaZulu-Natal,Mbangweni Clinic,Clinic,MoH,-28.8218,30.4033,GPS
South Africa,KwaZulu-Natal,Mbazwana Clinic,Clinic,MoH,-27.4853999999999,32.5859999999999,GPS
South Africa,KwaZulu-Natal,Mbekaphansi Clinic,Clinic,MoH,-29.0896,30.968,GPS
South Africa,KwaZulu-Natal,Mbongolwane Hospital,District Hospital,MoH,-28.9354,31.1953999999999,GPS
South Africa,KwaZulu-Natal,Mbonwa Clinic,Clinic,MoH,-30.6169,29.7997,GPS
South Africa,KwaZulu-Natal,Mbotho Clinic,Clinic,MoH,-30.5777,30.0456,GPS
South Africa,KwaZulu-Natal,Mboza Clinic,Clinic,MoH,-27.1802999999999,32.2699,GPS
South Africa,KwaZulu-Natal,Mbuthisweni Clinic,Clinic,MoH,-30.0596999999999,30.4577999999999,GPS
South Africa,KwaZulu-Natal,McCords Hospital,District Hospital,MoH,-29.8382,30.9969,GPS
South Africa,KwaZulu-Natal,Mduku Clinic,Clinic,MoH,-27.8280999999999,32.3881,GPS
South Africa,KwaZulu-Natal,Mdumezulu Clinic,Clinic,MoH,-28.2849,31.4281,GPS
South Africa,KwaZulu-Natal,Meadow Sweet Clinic,Clinic,MoH,-30.6389,30.0321,GPS
South Africa,KwaZulu-Natal,Meerensee Clinic,Clinic,MoH,-28.7803,32.1013999999999,GPS
South Africa,KwaZulu-Natal,Melmoth Clinic,Clinic,MoH,-28.5892,31.3979,GPS
South Africa,KwaZulu-Natal,Merebank Clinic,Clinic,Local authority,-29.9530999999999,30.9703,GPS
South Africa,KwaZulu-Natal,Mfongosi Clinic,Clinic,MoH,-28.7152999999999,30.8066999999999,GPS
South Africa,KwaZulu-Natal,Mfume Clinic,Clinic,MoH,-30.1198,30.744,GPS
South Africa,KwaZulu-Natal,Mgangeni Clinic,Clinic,MoH,-30.2366999999999,30.3816999999999,GPS
South Africa,KwaZulu-Natal,Mgayi Clinic,Clinic,MoH,-30.3842,30.4767,GPS
South Africa,KwaZulu-Natal,Mhlangana Clinic,Clinic,MoH,-28.8366,30.3015,GPS
South Africa,KwaZulu-Natal,Mhlekazi Clinic,Clinic,MoH,-27.7054,32.1465999999999,GPS
South Africa,KwaZulu-Natal,Mhlumayo Clinic,Clinic,Private not for profit,-28.6530999999999,30.1354,GPS
South Africa,KwaZulu-Natal,Mhlungwane Clinic,Clinic,MoH,-28.1383,30.8372999999999,GPS
South Africa,KwaZulu-Natal,Mkhonjane Clinic,Clinic,MoH,-28.1502,30.5771,GPS
South Africa,KwaZulu-Natal,Mkuze Clinic,Clinic,MoH,-27.6185,32.0319,GPS
South Africa,KwaZulu-Natal,Mndozo Clinic,Clinic,MoH,-27.7472999999999,30.1907999999999,GPS
South Africa,KwaZulu-Natal,Mnqobokazi Clinic,Clinic,MoH,-27.7059,32.456,GPS
South Africa,KwaZulu-Natal,Mntungwana Clinic,Clinic,MoH,-30.1462,30.3057,GPS
South Africa,KwaZulu-Natal,Mnyamana Clinic,Clinic,MoH,-29.8156,29.9337,GPS
South Africa,KwaZulu-Natal,Molokohlo Clinic,Clinic,MoH,-29.4895999999999,31.0368999999999,GPS
South Africa,KwaZulu-Natal,Molweni Clinic,Clinic,MoH,-29.7396999999999,30.8785999999999,GPS
South Africa,KwaZulu-Natal,Mondlo 2 Clinic,Clinic,MoH,-27.9764,30.7095999999999,GPS
South Africa,KwaZulu-Natal,Montclair Clinic,Clinic,Local authority,-29.9216,30.9688,GPS
South Africa,KwaZulu-Natal,Montebello Gateway Clinic,Clinic,MoH,-29.4393999999999,30.8072,GPS
South Africa,KwaZulu-Natal,Montebello Hospital,District Hospital,MoH,-29.4393999999999,30.8072,GPS
South Africa,KwaZulu-Natal,Mooi River Clinic,Clinic,MoH,-29.2074,29.9959999999999,GPS
South Africa,KwaZulu-Natal,Morrison's Post Clinic,Clinic,MoH,-30.5657999999999,30.4217,GPS
South Africa,KwaZulu-Natal,Mosvold Gateway Clinic,Clinic,MoH,-27.1383,32.0047,GPS
South Africa,KwaZulu-Natal,Mosvold Hospital,District Hospital,MoH,-27.1383,32.0047,GPS
South Africa,KwaZulu-Natal,Motala Heights Satellite Clinic,Satellite Clinic,Local authority,-29.8128999999999,30.8318,GPS
South Africa,KwaZulu-Natal,Mpandleni Clinic,Clinic,MoH,-28.6197,31.0923,GPS
South Africa,KwaZulu-Natal,Mpembeni Clinic,Clinic,MoH,-28.1323,31.9412999999999,GPS
South Africa,KwaZulu-Natal,Mphise Clinic,Clinic,MoH,-29.1046,31.1017,GPS
South Africa,KwaZulu-Natal,Mpola Clinic,Clinic,Local authority,-29.8536,30.8105,GPS
South Africa,KwaZulu-Natal,Mpophomeni Clinic,Clinic,MoH,-29.5652,30.1755,GPS
South Africa,KwaZulu-Natal,Mpukunyoni Clinic,Clinic,MoH,-28.3673,32.1743,GPS
South Africa,KwaZulu-Natal,Mpumalanga Clinic,Clinic,MoH,-29.8037999999999,30.6208999999999,GPS
South Africa,KwaZulu-Natal,Mpumelelo Clinic,Clinic,MoH,-29.1918,31.2915999999999,GPS
South Africa,KwaZulu-Natal,Mpumuza Clinic,Clinic,MoH,-29.6058999999999,30.271,GPS
South Africa,KwaZulu-Natal,Mpungamhlophe Clinic,Clinic,MoH,-28.2659999999999,31.2537999999999,GPS
South Africa,KwaZulu-Natal,Mqatsheni Clinic,Clinic,MoH,-29.6084,29.5084,GPS
South Africa,KwaZulu-Natal,Mseleni Gateway Clinic,Clinic,MoH,-27.3256,32.5566,GPS
South Africa,KwaZulu-Natal,Mseleni Hospital,District Hospital,MoH,-27.3256,32.5566,GPS
South Africa,KwaZulu-Natal,Mshudu Clinic,Clinic,MoH,-26.9322,32.7182999999999,GPS
South Africa,KwaZulu-Natal,Msunduze Bridge Clinic,Clinic,MoH,-29.663,30.6366,GPS
South Africa,KwaZulu-Natal,Mthandeni Clinic,Clinic,MoH,-29.2593,31.0778,GPS
South Africa,KwaZulu-Natal,Mthimude Clinic,Clinic,MoH,-30.7974,30.0414999999999,GPS
South Africa,KwaZulu-Natal,Mthungweni Clinic,Clinic,MoH,-28.8111,31.0537999999999,GPS
South Africa,KwaZulu-Natal,Mthwadlana Health Post,Health Post,MoH,-27.9759999999999,31.9847,GPS
South Africa,KwaZulu-Natal,Mtubatuba Clinic,Clinic,MoH,-28.4112,32.1852999999999,GPS
South Africa,KwaZulu-Natal,Muden Clinic,Clinic,MoH,-28.7688999999999,30.2726,GPS
South Africa,KwaZulu-Natal,Mumbe Clinic,Clinic,MoH,-28.7397999999999,30.5526,GPS
South Africa,KwaZulu-Natal,Murchison Hospital,District Hospital,MoH,-30.728,30.344,GPS
South Africa,KwaZulu-Natal,Mvelabusha Clinic,Clinic,MoH,-27.1590999999999,32.7132,GPS
South Africa,KwaZulu-Natal,Mvoti Clinic,Clinic,MoH,-30.1153,29.5206,GPS
South Africa,KwaZulu-Natal,Mvubukazi Clinic,Clinic,MoH,-30.2603,29.8823,GPS
South Africa,KwaZulu-Natal,Mvutshini Clinic Hibiscus Coast,Clinic,MoH,-30.8600999999999,30.3717,GPS
South Africa,KwaZulu-Natal,Mvutshini Clinic uMlalazi,Clinic,MoH,-28.9514,31.5692999999999,GPS
South Africa,KwaZulu-Natal,Mzamo Clinic,Clinic,Local authority,-29.8722999999999,30.8298999999999,GPS
South Africa,KwaZulu-Natal,Naas Farm Clinic,Clinic,MoH,-27.8276,30.2258999999999,GPS
South Africa,KwaZulu-Natal,Nagina Clinic,Clinic,Local authority,-29.8702,30.8123,GPS
South Africa,KwaZulu-Natal,Nandi Clinic,Clinic,MoH,-29.3196,31.303,GPS
South Africa,KwaZulu-Natal,Nazareth Clinic,Clinic,Local authority,-29.8426,30.8576,GPS
South Africa,KwaZulu-Natal,Ncemaneni Clinic,Clinic,MoH,-28.3359999999999,31.666,GPS
South Africa,KwaZulu-Natal,Ncibidwane Clinic,Clinic,MoH,-29.1874,29.6368,GPS
South Africa,KwaZulu-Natal,Ncome Clinic,Clinic,MoH,-28.1037,30.5315,GPS
South Africa,KwaZulu-Natal,Ncotshane Clinic,Clinic,MoH,-27.3474,31.5783999999999,GPS
South Africa,KwaZulu-Natal,Ncwadi Clinic,Clinic,MoH,-29.7767,29.9852999999999,GPS
South Africa,KwaZulu-Natal,Ndabaningi Clinic,Clinic,MoH,-28.7524,31.0686,GPS
