name,type,ownership,latitude,longitude,source
Chiawelo CHC,Community Health Centre,MoH,-26.2790,27.8648,GPS
Chiawelo LA Clinic,Clinic,Local authority,-26.2791,27.8648,GPS
Chief Albert Luthuli Clinic,Clinic,Local authority,-26.1543,28.3819,GPS
Chris Hani Baragwanath Hospital,National Central Hospital,MoH,-26.2600,27.9380,GPS
Claremont Clinic,Clinic,Local authority,-26.1774,27.9563,GPS
Cosmo City Clinic,Clinic,MoH,-26.0205,27.9297,GPS
Crosby Clinic,Clinic,Local authority,-26.1924,27.9899,GPS
Crown Gardens Clinic,Clinic,Local authority,-26.2490,28.0046,GPS
Crystal Park Clinic,Clinic,Local authority,-26.1361,28.3703,GPS
Dan Kubheka Clinic,Clinic,Local authority,-26.1874,28.3945,GPS
Danville Clinic,Clinic,Local authority,-25.7477,28.1336,GPS
Dark City CHC,Community Health Centre,MoH,-25.6750,28.7266,GPS
Daspoort Poli Clinic,Clinic,MoH,-25.7136,28.1324,GPS
Daveyton East Clinic,Clinic,Local authority,-26.1343,28.4406,GPS
Daveyton Ext Clinic,Clinic,Local authority,-26.1287,28.4489,GPS
Davidsonville Clinic,Clinic,Local authority,-26.1546,27.8489,GPS
Dawn Park Clinic,Clinic,Local authority,-26.3070,28.2571,GPS
De Wagensdrift Clinic,Clinic,MoH,-25.5142,28.5284,GPS
Deelkraal Clinic,Clinic,MoH,-26.4590,27.3253,GPS
Diepkloof LA Clinic,Clinic,Local authority,-26.2373,27.9463,GPS
Diepkloof Prov Clinic,Clinic,MoH,-26.2407,27.9473,GPS
Diepsloot South Clinic,Clinic,Local authority,-25.9216,28.0150,GPS
Dilopye Clinic,Clinic,MoH,-25.3829,28.1935,GPS
Dinwiddie Satellite Clinic,Satellite Clinic,Local authority,-26.2630,28.1650,GPS
Discoverers CHC,Community Health Centre,MoH,-26.1658,27.8942,GPS
DMA Kromdraai Clinic,Clinic,MoH,-25.9882,27.7831,GPS
Doornpoort Clinic,Clinic,Local authority,-25.6559,28.2514,GPS
Dr George Mukhari Hospital,National Central Hospital,MoH,-25.6190,28.0122,GPS
Dr Helga Kuhn Clinic,Clinic,MoH,-26.4972,27.8371,GPS
Dr Ramirez Martinez Clinic,Clinic,Local authority,-26.0731,27.7523,GPS
Dr Yusuf Dadoo Gateway Clinic,Clinic,MoH,-26.0996,27.7839,GPS
Dr Yusuf Dadoo Hospital,District Hospital,MoH,-26.0996,27.7839,GPS
Dresser Clinic,Clinic,Local authority,-26.3548,28.1362,GPS
Driehoek Clinic,Clinic,Local authority,-26.7260,27.8462,GPS
Duduza Clinic,Clinic,Local authority,-26.3750,28.4142,GPS
Dukathole Clinic,Clinic,Local authority,-26.2257,28.1906,GPS
East Lynne Clinic,Clinic,Local authority,-25.7051,28.2846,GPS
Ebony Park Kaalfontein Clinic,Clinic,Local authority,-25.9938,28.1795,GPS
Eden Park Clinic,Clinic,Local authority,-26.3766,28.1263,GPS
Edenvale Clinic,Clinic,Local authority,-26.1368,28.1491,GPS
Edenvale Hospital,Regional Hospital,MoH,-26.1283,28.1294,GPS
Edleen Clinic,Clinic,Local authority,-26.0971,28.2068,GPS
Eersterust CHC,Community Health Centre,MoH,-25.7069,28.3094,GPS
Eikenhof LA Clinic,Clinic,Local authority,-26.3343,27.9874,GPS
Eikenhof Prov Clinic,Clinic,MoH,-26.3333,27.9869,GPS
Ekangala Clinic,Clinic,MoH,-25.6974,28.7522,GPS
Elandsfontein Clinic,Clinic,Local authority,-26.1666,27.6491,GPS
Eldorado Park Ext 2 Clinic,Clinic,Local authority,-26.2892,27.9211,GPS
Eldorado Park Ext 7 Clinic,Clinic,Local authority,-26.2874,27.8955,GPS
Eldorado Park Ext 9 Clinic,Clinic,Local authority,-26.2998,27.8896,GPS
Eldoraigne Clinic,Clinic,Local authority,-25.8359,28.1488,GPS
Elias Motsoaledi Clinic,Clinic,Local authority,-26.2184,27.9153,GPS
Elsburg Clinic,Clinic,Local authority,-26.2449,28.2000,GPS
Emaphupheni Clinic,Clinic,Local authority,-26.1074,28.4803,GPS
Endayeni Clinic,Clinic,Local authority,-26.0195,28.1912,GPS
Ennerdale Ext 8 Clinic,Clinic,Local authority,-26.4131,27.8171,GPS
Ennerdale Ext 9 Clinic,Clinic,MoH,-26.4031,27.8306,GPS
Eric Ndeleni Clinic,Clinic,Local authority,-26.1950,27.7684,GPS
Erin Clinic,Clinic,Local authority,-25.9943,28.2235,GPS
Esangweni CHC,Community Health Centre,Local authority,-26.0222,28.2009,GPS
Ethafeni Clinic,Clinic,Local authority,-26.0239,28.2146,GPS
Eureka Health Post,Health Post,MoH,-26.6689,27.9182,GPS
Evaton Main Clinic,Clinic,Local authority,-26.5315,27.8658,GPS
Eyethu Yarona Clinic,Clinic,MoH,-25.9914,27.9274,GPS
Fanyana Nhlapo Clinic,Clinic,Local authority,-26.1522,27.7869,GPS
Far East Rand Hospital,Regional Hospital,MoH,-26.2354,28.4037,GPS
FF Ribeiro Clinic,Clinic,Local authority,-25.7450,28.1949,GPS
Finetown Clinic,Clinic,MoH,-26.4125,27.8615,GPS
First Avenue Clinic,Clinic,Local authority,-26.2506,28.4456,GPS
Florida Clinic,Clinic,Local authority,-26.1706,27.9128,GPS
Fochville Clinic,Clinic,MoH,-26.4866,27.4906,GPS
Folang Clinic,Clinic,Local authority,-25.7497,28.1740,GPS
Freedom Park Clinic,Clinic,Local authority,-26.2939,27.9324,GPS
Freeway Park Satellite Clinic,Satellite Clinic,Local authority,-26.2568,28.2422,GPS
Garankuwa View Clinic,Clinic,MoH,-25.5482,27.9821,GPS
Gazankulu Clinic,Clinic,Local authority,-25.7808,28.0562,GPS
Geluksdal Clinic,Clinic,Local authority,-26.3418,28.3615,GPS
Germiston City Clinic,Clinic,Local authority,-26.2172,28.1642,GPS
Glenanda Clinic,Clinic,Local authority,-26.2714,28.0386,GPS
Glenhavie Clinic,Clinic,Local authority,-26.3899,27.6157,GPS
Goba Clinic,Clinic,Local authority,-26.3426,28.1516,GPS
Goodwill Industries Satellite Clinic,Satellite Clinic,MoH,-26.2075,28.0234,GPS
Green Village Clinic,Clinic,Local authority,-26.2377,27.8054,GPS
Greenfields Clinic,Clinic,Local authority,-26.3949,28.1282,GPS
Greenspark Clinic,Clinic,MoH,-26.4938,27.5150,GPS
Halfway House Clinic,Clinic,Local authority,-25.9988,28.1286,GPS
Hands of Compassion Clinic,Clinic,MoH,-25.9740,27.9121,GPS
Head Office Clinic,Clinic,Local authority,-25.9638,28.1339,GPS
Heidelberg Clinic,Clinic,MoH,-26.5014,28.3574,GPS
Heidelberg Hospital,District Hospital,MoH,-26.5036,28.3513,GPS
Helderkruin Clinic,Clinic,Local authority,-26.1374,27.8692,GPS
Helen Joseph Hospital,Provincial Tertiary Hospital,MoH,-26.1839,27.9901,GPS
Hercules Clinic,Clinic,Local authority,-25.7120,28.1477,GPS
Hikhensile Clinic,Clinic,Local authority,-25.9927,28.2041,GPS
Hillbrow CHC,Community Health Centre,MoH,-26.1932,28.0448,GPS
Hillshaven Satellite Clinic,Satellite Clinic,Local authority,-26.3679,27.6629,GPS
Hippo Road Satellite Clinic,Satellite Clinic,MoH,-26.2282,28.0504,GPS
Holani Clinic,Clinic,MoH,-25.7043,28.3756,GPS
Illiondale Satellite Clinic,Satellite Clinic,Local authority,-26.1231,28.1639,GPS
Imbalenhle Clinic,Clinic,MoH,-26.4504,27.8564,GPS
Impala Park Satellite Clinic,Satellite Clinic,Local authority,-26.1620,28.2666,GPS
Itireleng CHC,Community Health Centre,MoH,-26.2174,27.8708,GPS
Itireleng Clinic Ekurhuleni North 2,Clinic,Local authority,-26.0449,28.1785,GPS
Itireleng LA Clinic,Clinic,Local authority,-26.2174,27.8708,GPS
Itumeleng Clinic,Clinic,MoH,-25.8963,27.6012,GPS
Jabavu Vusabantu Clinic,Clinic,Local authority,-26.2530,27.8715,GPS
Jabulane Dumane CHC,Community Health Centre,MoH,-26.3673,28.2179,GPS
Jack Hindon Clinic,Clinic,MoH,-25.6665,28.1690,GPS
Jameson Park Clinic,Clinic,Local authority,-26.4511,28.4177,GPS
Jan Maree Clinic,Clinic,Local authority,-26.0948,27.7474,GPS
Jeppe Clinic,Clinic,Local authority,-26.2048,28.0677,GPS
Jeppe Street Clinic,Clinic,Local authority,-26.2014,28.0428,GPS
Johan Deo Clinic,Clinic,MoH,-26.6014,27.8089,GPS
Johan Heyns CHC,Community Health Centre,MoH,-26.7030,27.8341,GPS
Joubert Park Clinic,Clinic,Local authority,-26.1946,28.0483,GPS
Joy Clinic,Clinic,Local authority,-26.1272,28.4642,GPS
Jubilee Gateway Clinic,Clinic,MoH,-25.4026,28.2655,GPS
Jubilee Hospital,District Hospital,MoH,-25.4030,28.2658,GPS
Kalafong Hospital,Provincial Tertiary Hospital,MoH,-25.7627,28.0895,GPS
Kameeldrift Clinic,Clinic,MoH,-25.6808,28.2857,GPS
Kanana Clinic,Clinic,MoH,-25.7758,28.6083,GPS
Karenpark Clinic,Clinic,Local authority,-25.6725,28.1080,GPS
Katlehong North Clinic,Clinic,Local authority,-26.3136,28.1554,GPS
Kekana Gardens Clinic,Clinic,MoH,-25.3785,28.3084,GPS
Kekanastad Clinic,Clinic,MoH,-25.3586,28.2456,GPS
Kempton Park Civic Centre Clinic,Clinic,Local authority,-26.1017,28.2273,GPS
Kemston Clinic,Clinic,Local authority,-26.1874,28.3135,GPS
Kgabo CHC,Community Health Centre,MoH,-25.4703,28.0590,GPS
Khumalo Clinic,Clinic,Local authority,-26.3831,28.1603,GPS
Khutsong CHC,Community Health Centre,Local authority,-26.3288,27.3286,GPS
Khutsong East Clinic,Clinic,Local authority,-26.3291,27.3188,GPS
Khutsong Ext 3 Clinic,Clinic,Local authority,-26.3415,27.3029,GPS
Khutsong South Clinic,Clinic,Local authority,-26.3545,27.3273,GPS
Khutsong West Clinic,Clinic,MoH,-26.3278,27.3161,GPS
Kibler Park Clinic,Clinic,Local authority,-26.3189,28.0091,GPS
Kingsway Clinic,Clinic,Local authority,-26.2353,28.3703,GPS
Klipspruit West Clinic,Clinic,Local authority,-26.2895,27.8812,GPS
Kliptown Clinic,Clinic,MoH,-26.2902,27.8954,GPS
Klopper Park Clinic,Clinic,Local authority,-26.1471,28.1973,GPS
Kocksoord Clinic,Clinic,Local authority,-26.2219,27.6460,GPS
Kokosi Clinic,Clinic,MoH,-26.4946,27.4684,GPS
Kookrus Clinic,Clinic,Local authority,-26.5889,28.0035,GPS
Kopanong Gateway Clinic,Clinic,MoH,-26.6379,27.9333,GPS
Kopanong Hospital,District Hospital,MoH,-26.6379,27.9333,GPS
Krugersdorp Central Clinic,Clinic,Local authority,-26.0993,27.7687,GPS
KT Motubatse Clinic,Clinic,MoH,-25.5839,28.0892,GPS
Kwa-Thema CHC,Community Health Centre,Local authority,-26.2956,28.3911,GPS
Laudium CHC,Community Health Centre,MoH,-25.7840,28.0880,GPS
Laudium Clinic,Clinic,Local authority,-25.7876,28.1070,GPS
Lawley 2 Clinic,Clinic,Local authority,-26.3769,27.8050,GPS
Lawley Clinic,Clinic,Local authority,-26.3914,27.8121,GPS
Lenasia Clinic,Clinic,MoH,-26.3142,27.8514,GPS
Lenasia Ext 10 Clinic,Clinic,Local authority,-26.3395,27.8729,GPS
Lenasia Ext 2 Clinic,Clinic,Local authority,-26.3205,27.8256,GPS
Lenasia Recreation Centre Ext 3 Clinic,Clinic,Local authority,-26.3244,27.8440,GPS
Lenasia South CHC,Community Health Centre,MoH,-26.3772,27.8503,GPS
Lenasia South Civic Centre Clinic,Clinic,Local authority,-26.3887,27.8636,GPS
Leondale Clinic,Clinic,Local authority,-26.3022,28.1818,GPS
Leratong Gateway Clinic,Clinic,MoH,-26.1713,27.8077,GPS
Leratong Hospital,Regional Hospital,MoH,-26.1713,27.8077,GPS
Lethabong Clinic,Clinic,Local authority,-26.2226,28.2969,GPS
Levai Mbatha CHC,Community Health Centre,MoH,-26.5303,27.8441,GPS
Lillian Ngoyi CHC,Community Health Centre,MoH,-26.2601,27.9330,GPS
Lotus Gardens Clinic,Clinic,Local authority,-25.7452,28.0825,GPS
Lucky Mkhwanazi Clinic,Clinic,Local authority,-26.3852,28.4149,GPS
Luipaardsvlei Clinic,Clinic,MoH,-26.1224,27.8135,GPS
Lyndhurst Clinic,Clinic,Local authority,-26.1258,28.1091,GPS
Lyttelton Clinic,Clinic,Local authority,-25.8352,28.1947,GPS
Magagula Clinic,Clinic,MoH,-26.4282,28.1922,GPS
Maki Legwete Clinic,Clinic,MoH,-26.1790,27.7862,GPS
Malvern Clinic,Clinic,Local authority,-26.2013,28.1097,GPS
Mamelodi East Clinic,Clinic,Local authority,-25.7053,28.3754,GPS
Mamelodi Hospital,Regional Hospital,MoH,-25.7186,28.3679,GPS
Mamelodi West Clinic,Clinic,Local authority,-25.7142,28.3488,GPS
Mandela Sisulu Clinic,Clinic,MoH,-26.2351,27.9059,GPS
Mandisa Shiceka Clinic,Clinic,MoH,-25.4037,28.2857,GPS
Maraisburg Clinic,Clinic,Local authority,-26.1786,27.9404,GPS
Maria Rantho Clinic,Clinic,MoH,-25.5389,28.1037,GPS
Market Avenue Clinic,Clinic,Local authority,-26.6737,27.9268,GPS
Mayibuye Clinic,Clinic,Local authority,-26.0327,28.1653,GPS
Meadowlands Zone 2 LA Clinic,Clinic,Local authority,-26.2196,27.8989,GPS
Meadowlands Zone 2 Prov Clinic,Clinic,MoH,-26.2196,27.8989,GPS
Michael Maponya LA Clinic,Clinic,Local authority,-26.2628,27.9090,GPS
Michael Maponya Prov Clinic,Clinic,MoH,-26.2628,27.9090,GPS
Mid Ennerdale Clinic,Clinic,Local authority,-26.4139,27.8471,GPS
Midrand West Clinic,Clinic,Local authority,-25.9845,28.1129,GPS
Migson Manor Satellite Clinic,Satellite Clinic,Local authority,-26.4183,27.8776,GPS
ML Pessen Clinic,Clinic,Local authority,-26.1822,27.7020,GPS
Mofolo CHC,Community Health Centre,MoH,-26.2476,27.8840,GPS
Mofolo South Clinic,Clinic,Local authority,-26.2579,27.8862,GPS
Mogale Clinic,Clinic,MoH,-25.9972,27.5358,GPS
Mohlakeng CHC,Community Health Centre,Local authority,-26.2213,27.6941,GPS
Moleleki Clinic,Clinic,Local authority,-26.3843,28.1776,GPS
Montana Satellite Clinic,Satellite Clinic,Local authority,-25.6745,28.2438,GPS
Moroka Clinic,Clinic,MoH,-26.2616,27.8660,GPS
Motsamai Clinic,Clinic,Local authority,-26.3250,28.1629,GPS
Mountain View Clinic,Clinic,Local authority,-26.4119,27.8638,GPS
Mpumelelo Clinic,Clinic,Local authority,-25.9856,28.2090,GPS
Mpumelelo Evaton North Clinic,Clinic,Local authority,-26.5117,27.8549,GPS
Muldersdrift Clinic,Clinic,MoH,-26.0157,27.8571,GPS
Naledi Clinic,Clinic,Local authority,-26.2601,27.8208,GPS
Nazareth House ARV Clinic,Clinic,MoH,-26.2014,28.0423,GPS
Nellmapius Clinic,Clinic,Local authority,-25.7388,28.3481,GPS
New Eersterus Clinic,Clinic,MoH,-25.4066,28.1447,GPS
Nigel Clinic,Clinic,Local authority,-26.4197,28.4690,GPS
Nizamiye Clinic,Clinic,MoH,-26.0156,28.1297,GPS
Nokuphila Clinic,Clinic,Local authority,-26.2306,27.8508,GPS
Nokuthela Ngwenya CHC,Community Health Centre,MoH,-26.3512,28.4194,GPS
Noordgesig LA Clinic,Clinic,Local authority,-26.2253,27.9362,GPS
Noordgesig Prov Clinic,Clinic,MoH,-26.2253,27.9362,GPS
Noordheuwel Clinic,Clinic,Local authority,-26.0887,27.8076,GPS
Northmead Clinic,Clinic,MoH,-26.1595,28.3125,GPS
Odi Hospital,District Hospital,MoH,-25.5184,28.0225,GPS
Odirileng Maponya Clinic,Clinic,Local authority,-26.1589,27.7832,GPS
Olievenhoutbosch Ext 13 Clinic,Clinic,Local authority,-25.9114,28.0931,GPS
Olifantsfontein Clinic,Clinic,Local authority,-25.9566,28.2288,GPS
Onverwacht Clinic,Clinic,MoH,-25.6034,28.5992,GPS
OR Tambo CHC,Community Health Centre,Local authority,-25.9222,28.0184,GPS
Orange Farm Ext 7 Clinic,Clinic,MoH,-26.4818,27.8484,GPS
Orchards Clinic,Clinic,MoH,-26.1390,28.0902,GPS
Orlando LA Clinic,Clinic,Local authority,-26.2371,27.9194,GPS
Orlando Prov Clinic,Clinic,MoH,-26.2371,27.9194,GPS
Osizweni Clinic,Clinic,Local authority,-26.5225,27.8347,GPS
Palmridge Clinic,Clinic,Local authority,-26.3888,28.1429,GPS
Parkhurst Clinic,Clinic,Local authority,-26.1376,28.0154,GPS
Payneville Clinic,Clinic,Local authority,-26.2327,28.4572,GPS
Petervale Clinic,Clinic,Local authority,-26.0375,28.0470,GPS
Phahameng Clinic,Clinic,Local authority,-25.7221,28.3926,GPS
Phedisong 1 Clinic,Clinic,MoH,-25.6157,27.9879,GPS
Phedisong 4 CHC,Community Health Centre,MoH,-25.5997,27.9814,GPS
Phedisong 6 Clinic,Clinic,MoH,-25.6048,28.0080,GPS
Phenduka Clinic,Clinic,Local authority,-26.3396,28.1419,GPS
Phillip Moyo CHC,Community Health Centre,Local authority,-26.1195,28.4844,GPS
Phola Park CHC,Community Health Centre,Local authority,-26.3713,28.1322,GPS
Pholosong Hospital,Regional Hospital,MoH,-26.3398,28.3771,GPS
Phomolong Clinic,Clinic,Local authority,-25.7804,28.0427,GPS
Phuthanang Clinic,Clinic,Local authority,-26.3578,28.3783,GPS
Pierre Van Ryneveld Satellite Clinic,Satellite Clinic,Local authority,-25.8430,28.2433,GPS
PJ Maree Clinic,Clinic,Local authority,-26.2047,27.7062,GPS
Pontshong Walkerville Clinic,Clinic,MoH,-26.4933,27.9331,GPS
Pretoria West Hospital,District Hospital,MoH,-25.7365,28.1396,GPS
Pretorius Park Clinic,Clinic,Local authority,-25.8125,28.3046,GPS
Princess Clinic,Clinic,Local authority,-26.1373,27.8437,GPS
Protea Glen Clinic,Clinic,MoH,-26.2741,27.8036,GPS
Protea South Clinic,Clinic,Local authority,-26.2872,27.8408,GPS
Rabie Ridge Clinic,Clinic,Local authority,-26.0197,28.1717,GPS
Rahima Moosa Hospital,Regional Hospital,MoH,-26.1882,27.9733,GPS
Ramaphosa Clinic,Clinic,Local authority,-26.2213,28.2073,GPS
Ramokonopi CHC,Community Health Centre,Local authority,-26.3605,28.1618,GPS
Ramotse Clinic,Clinic,MoH,-25.3576,28.2951,GPS
Randburg Clinic,Clinic,Local authority,-26.0966,28.0047,GPS
Randgate Clinic,Clinic,Local authority,-26.1691,27.6836,GPS
Randvaal Clinic,Clinic,Local authority,-26.5151,28.0448,GPS
Ratanda Ext 23 Clinic,Clinic,Local authority,-26.5393,28.3608,GPS
Ratanda Ext 7 Clinic,Clinic,Local authority,-26.5678,28.3270,GPS
Reedville Clinic,Clinic,Local authority,-26.2648,28.3905,GPS
Refentse Clinic Odi,Clinic,MoH,-25.3966,28.1561,GPS
Refilwe Clinic,Clinic,MoH,-25.6376,28.5304,GPS
Reiger Park Clinic,Clinic,Local authority,-26.2303,28.2261,GPS
Rensburg Clinic,Clinic,Local authority,-26.5240,28.3719,GPS
Rethabiseng Clinic,Clinic,MoH,-25.7185,28.7124,GPS
Retswelapele Clinic,Clinic,Local authority,-26.6731,27.8803,GPS
Reuven Satellite Clinic,Satellite Clinic,MoH,-26.2374,28.0289,GPS
Rex Street Clinic,Clinic,Local authority,-26.1594,27.8649,GPS
Rhyns Oord Satellite Clinic,Satellite Clinic,Local authority,,,
Rietspruit Clinic,Clinic,MoH,-26.7032,27.7576,GPS
Rietvallei 2 and 3 Clinic,Clinic,Local authority,-26.1854,27.7509,GPS
River Park Clinic,Clinic,Local authority,-26.1064,28.1238,GPS
Riverlea Ext Clinic,Clinic,Local authority,-26.2171,27.9787,GPS
Riverlea Major Clinic,Clinic,Local authority,-26.2118,27.9748,GPS
Rondebult Clinic,Clinic,Local authority,-26.3117,28.2102,GPS
Rooihuiskraal Clinic,Clinic,Local authority,-25.8937,28.1537,GPS
Rosebank Satellite Clinic,Clinic,Local authority,-26.1468,28.0376,GPS
Rosettenville Clinic,Clinic,Local authority,-26.2446,28.0536,GPS
Roshnee Clinic,Clinic,Local authority,-26.5646,27.9424,GPS
Rosslyn Clinic,Clinic,Local authority,-25.6264,28.0949,GPS
Rus ter vaal Clinic,Clinic,Local authority,-26.5746,27.9491,GPS
Sandown Clinic,Clinic,Local authority,-26.1063,28.0558,GPS
Sandringham Clinic,Clinic,Local authority,-26.1456,28.1079,GPS
Saulsville Clinic,Clinic,Local authority,-25.7786,28.0672,GPS
Sead Clinic,Clinic,Local authority,-26.3931,28.3960,GPS
Sebei Motsoeneng Clinic,Clinic,MoH,-26.5641,27.8423,GPS
Sebokeng Hospital,Regional Hospital,MoH,-26.6061,27.8462,GPS
Sediba Hope Clinic,Clinic,Private not for profit,-25.7457,28.1850,GPS
Sedilega Clinic,Clinic,MoH,-25.4997,28.0355,GPS
Selope Thema Clinic,Clinic,Local authority,-26.3078,28.4190,GPS
Senaoane Clinic,Clinic,Local authority,-26.2731,27.8648,GPS
Shalimar Ridge Clinic,Clinic,MoH,-26.5136,28.3556,GPS
Shanty Clinic,Clinic,Local authority,-26.2285,27.9173,GPS
Sharpeville CHC,Community Health Centre,Local authority,-26.6869,27.8706,GPS
Sicelo Clinic,Clinic,MoH,-26.5531,27.9861,GPS
Silverton Clinic,Clinic,Local authority,-25.7335,28.2971,GPS
Silwerkroon Satellite Clinic,Satellite Clinic,Local authority,-26.2786,28.1164,GPS
Simunye Clinic Brakpan,Clinic,Local authority,-26.3683,28.3565,GPS
Simunye Clinic Westonaria,Clinic,Local authority,-26.3219,27.6823,GPS
Sinethemba Clinic,Clinic,MoH,-26.4565,27.7666,GPS
Sinqobile Clinic,Clinic,Local authority,-26.2190,27.8851,GPS
Siphumlile Clinic,Clinic,Local authority,-26.2430,27.8064,GPS
Skinner Street Clinic,Clinic,MoH,-25.7327,28.1998,GPS
Slovo Park Clinic,Clinic,Local authority,-26.2139,28.4892,GPS
Slovoville Clinic,Clinic,Local authority,-26.2152,27.7802,GPS
Sokhulumi Clinic,Clinic,MoH,-25.6028,28.8973,GPS
Sol Plaatjies Clinic,Clinic,Local authority,-26.1789,27.8606,GPS
Sonto Thobela Clinic,Clinic,Local authority,-26.3836,28.3953,GPS
Sophiatown Clinic,Clinic,Local authority,-26.1731,27.9803,GPS
Soshanguve 1 Clinic,Clinic,MoH,-25.5264,28.1091,GPS
Soshanguve 2 Clinic,Clinic,MoH,-25.5130,28.1142,GPS
Soshanguve Block JJ Clinic,Clinic,MoH,-25.4576,28.0833,GPS
Soshanguve Block TT Clinic,Clinic,MoH,-25.5561,28.0647,GPS
Soshanguve Block X Clinic,Clinic,MoH,-25.4669,28.1318,GPS
Soshanguve CHC,Community Health Centre,MoH,-25.4912,28.0943,GPS
South Hills Clinic,Clinic,Local authority,-26.2513,28.0879,GPS
South Rand Hospital,District Hospital,MoH,-26.2529,28.0621,GPS
Spartan Clinic,Clinic,Local authority,-26.1086,28.2257,GPS
Stanza Bopape CHC,Community Health Centre,MoH,-25.7059,28.3941,GPS
Stanza Bopape II Clinic,Clinic,Local authority,-25.7144,28.4155,GPS
Steve Biko Academic Hospital,National Central Hospital,MoH,-25.7295,28.2026,GPS
Stretford CHC,Community Health Centre,MoH,-26.4700,27.8687,GPS
Sunriseview Clinic,Clinic,Local authority,-26.3915,28.1971,GPS
Suurman Clinic,Clinic,MoH,-25.3779,28.2101,GPS
Tabita Oord Health Post,Health Post,MoH,-26.5732,27.9231,GPS
Tamaho Clinic,Clinic,Local authority,-26.3081,28.1450,GPS
Tambo Memorial Hospital,Regional Hospital,MoH,-26.2184,28.2445,GPS
Tarlton Clinic,Clinic,Local authority,-26.0914,27.6650,GPS
Temba CHC,Community Health Centre,MoH,-25.3774,28.2636,GPS
Tembisa Health Clinic,Clinic,Local authority,-26.0092,28.2169,GPS
Tembisa Hospital,Provincial Tertiary Hospital,MoH,-25.9828,28.2376,GPS
Tembisa Main Clinic,Clinic,Local authority,-26.0091,28.2407,GPS
Thelle Mogoerane Regional Hospital,Regional Hospital,MoH,-26.3569,28.2243,GPS
Thembelihle Clinic,Clinic,MoH,-26.3406,27.8664,GPS
Thembelisha Clinic,Clinic,Local authority,-26.3083,28.4067,GPS
Thlokomelong Clinic,Clinic,Local authority,-26.5479,27.8496,GPS
Thoko Mngoma Clinic,Clinic,Local authority,-26.0960,28.0985,GPS
Thula Mntwana Clinic,Clinic,MoH,-26.4326,27.8992,GPS
Thusanang Clinic,Clinic,MoH,-26.5059,27.4606,GPS
Thusanang Westonaria Clinic,Clinic,Local authority,-26.4202,27.7049,GPS
Thusong Community Clinic,Clinic,MoH,-26.1400,27.7998,GPS
Thuthukani Clinic,Clinic,Local authority,-25.9991,28.1898,GPS
Tladi LA Clinic,Clinic,Local authority,-26.2508,27.8402,GPS
Tladi Prov Clinic,Clinic,MoH,-26.2541,27.8418,GPS
Tlamelong Clinic,Clinic,MoH,-25.5141,28.0715,GPS
Tokisong Clinic,Clinic,Local authority,-26.5357,27.8847,GPS
Tsakane Clinic,Clinic,Local authority,-26.3474,28.3732,GPS
Tsakane Ext 10 Clinic,Clinic,MoH,-26.3460,28.3939,GPS
Tshepiso Clinic,Clinic,Local authority,-26.6741,27.8682,GPS
Tshepisong Clinic,Clinic,Local authority,-26.1907,27.8124,GPS
Tshepong ya Monna Clinic,Clinic,Private not for profit,-27.6632,27.2388,GPS
Tshwane District Hospital,District Hospital,MoH,-25.7327,28.2026,GPS
Tsietsi Clinic,Clinic,Local authority,-26.3877,28.1625,GPS
Tswelopele Clinic,Clinic,Local authority,-26.3282,28.1922,GPS
Ubuntu Clinic,Clinic,MoH,-25.7910,28.4313,GPS
University of Pretoria Medical Centre,Medical Centre,MoH,-25.7303,28.2002,GPS
Urban Health Clinic,Clinic,Local authority,-26.2031,28.0436,GPS
Usizolwethu Clinic,Clinic,MoH,-26.3517,28.7777,GPS
Van Dyk Park Clinic,Clinic,Local authority,-26.2570,28.2930,GPS
Vanderbijlpark Main Clinic,Clinic,Local authority,-26.6994,27.8376,GPS
Venterspos Clinic,Clinic,Local authority,-26.2725,27.6278,GPS
Villa Liza Clinic,Clinic,Local authority,-26.3241,28.2556,GPS
Vischuil Clinic,Clinic,Local authority,-26.2993,28.5850,GPS
Vlakfontein Clinic,Clinic,Local authority,-26.3735,27.8789,GPS
Vosloorus Ext 14 Clinic,Clinic,Local authority,-26.3591,28.2278,GPS
Vosloorus Ext 28 Clinic,Clinic,Local authority,-26.3775,28.2033,GPS
Vosloorus Ext 9 Clinic,Clinic,Local authority,-26.3480,28.2183,GPS
Vosloorus Poly Clinic,Clinic,Local authority,-26.3496,28.1978,GPS
Wannenburg Clinic,Clinic,Local authority,-26.1769,28.1781,GPS
Watt Street Clinic,Clinic,Local authority,-26.1100,28.0861,GPS
Wedela Clinic,Clinic,Local authority,-26.4608,27.3848,GPS
Weilers Farm Clinic,Clinic,Local authority,-26.4126,27.9033,GPS
Weltevreden Park Clinic,Clinic,Local authority,-26.1192,27.9323,GPS
Welverdiend Clinic,Clinic,MoH,-26.3783,27.2827,GPS
Wendywood Clinic,Clinic,Local authority,-26.0835,28.0841,GPS
Westbury Clinic,Clinic,Local authority,-26.1844,27.9733,GPS
Westonaria Clinic,Clinic,Local authority,-26.3302,27.6525,GPS
White City Clinic,Clinic,Local authority,-26.3047,28.3859,GPS
Wildebeesfontein Clinic,Clinic,MoH,-26.5173,27.8849,GPS
Windsor Clinic,Clinic,Local authority,-26.1225,27.9748,GPS
