FacilityId,Ou3uid,FacilityName,Province,District,SubDistrict,Ou2Code,Ou3Code
989824,gG593Bj4Pw3,ec Mpindweni Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
362960,TbCwPijrHNt,ec Mpongo Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
771651,gG593Bj4Pw3,ec Mpoza Clinic (Lusikisiki),ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
890715,d12AA2zsVxt,ec Mpoza Clinic (Mount Frere),ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Umzimvubu Local Municipality,431111,444212
792242,K8jjt6s87Hu,ec Mpozolo Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
877224,K8jjt6s87Hu,ec Mpukane Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
193224,gG593Bj4Pw3,ec Mpunzana Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
340951,K8jjt6s87Hu,ec Mqambeli Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
128260,gG593Bj4Pw3,ec Mqanduli CHC,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
153742,gG593Bj4Pw3,ec Mqhekezweni Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
136115,K8jjt6s87Hu,ec Mqhele Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
534351,QklDVCzIwT6,ec Mqokolweni Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,431111,404230
345324,K8jjt6s87Hu,ec Msendo Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
776224,K8jjt6s87Hu,ec Msobomvu Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
201333,gG593Bj4Pw3,ec Mtakatye Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Nyandeni Local Municipality,431111,264903
726633,gG593Bj4Pw3,ec Mtambalala Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
565942,gG593Bj4Pw3,ec Mthatha Gateway Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
682224,ql0rmwCO9UV,ec Mtingwevu Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,431111,732412
280460,K8jjt6s87Hu,ec Mtombe Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Ngqushwa Local Municipality,431111,252803
242233,K8jjt6s87Hu,ec Mtyholo Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Ngqushwa Local Municipality,431111,252803
769651,QklDVCzIwT6,ec Musong Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
118415,d12AA2zsVxt,ec Mvenyane Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Matatiele Local Municipality,431111,444212
188515,d12AA2zsVxt,ec Mwaca Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Umzimvubu Local Municipality,431111,444212
588633,TbCwPijrHNt,ec Mxalanga Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
461151,K8jjt6s87Hu,ec Mxhelo Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
384142,QklDVCzIwT6,ec Mzamomhle Clinic (Albert),ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,431111,404230
209851,K8jjt6s87Hu,ec Mzamomhle Clinic (Bedford),ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
274524,gG593Bj4Pw3,ec Mzintlava Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
757342,d12AA2zsVxt,ec Mzongwana Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Matatiele Local Municipality,431111,444212
802660,anWKEo1Z2Pz,kz Mabamba Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,446311,367621
736433,BRJK2K5mJIL,kz Mabedlane Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
593106,D2TQgzl3HzB,kz Mabheleni Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umzumbe Local Municipality,446311,546212
838551,anWKEo1Z2Pz,kz Mabhuqweni Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,446311,367621
872715,dZylikE1PsB,kz Mabibi Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
273460,dZylikE1PsB,kz Macabuzela Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Big 5 Hlabisa Local Municipality,446311,364630
311051,NivY3BZqeLr,kz Macambini Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz Mandeni Local Municipality,446311,585430
453051,dZylikE1PsB,kz Machibini Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
564251,oEIslAINyYA,kz Madadeni 1 Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Newcastle Local Municipality,446311,863112
307751,oEIslAINyYA,kz Madadeni 5 Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Newcastle Local Municipality,446311,863112
537824,oEIslAINyYA,kz Madadeni 7 Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Newcastle Local Municipality,446311,863112
295742,oEIslAINyYA,kz Madadeni Gateway Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Newcastle Local Municipality,446311,863112
667106,thF0XvUHYib,kz Madiba Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Inkosi Langalibalele Local Municipality,446311,353812
561533,D2TQgzl3HzB,kz Madlala Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
599642,dZylikE1PsB,kz Madonela Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
138242,dZylikE1PsB,kz Madwaleni Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
531551,Zrt8CaZ4BkE,kz Mafakathini Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
822442,z478S4lofBn,kz Magabheni Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
494933,BRJK2K5mJIL,kz Magagadolo Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
538315,Zrt8CaZ4BkE,kz Maguzu Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Mkhambathini Local Municipality,446311,575421
368151,BRJK2K5mJIL,kz Mahashini Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Nongoma Local Municipality,446311,272903
555424,dZylikE1PsB,kz Mahlungulu Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
894733,Zrt8CaZ4BkE,kz Mahlutshini Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Impendle Local Municipality,446311,575421
348633,dZylikE1PsB,kz Makhathini Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
728406,BRJK2K5mJIL,kz Makhosini Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
751224,dZylikE1PsB,kz Makhowe Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Big 5 Hlabisa Local Municipality,446311,364630
711260,BRJK2K5mJIL,kz Makhwela Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
711806,ZX1oX6qk4hw,kz Malenge Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
404942,anWKEo1Z2Pz,kz Malunga Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,446311,367621
830251,Zrt8CaZ4BkE,kz Mambedwini Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz uMshwathi Local Municipality,446311,575421
636151,dZylikE1PsB,kz Manaba Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
422224,anWKEo1Z2Pz,kz Mandaba Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,446311,367621
286633,NivY3BZqeLr,kz Mandeni Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz Mandeni Local Municipality,446311,585430
211333,anWKEo1Z2Pz,kz Mandlanzini Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,446311,367621
993133,KIRpUjJ7mEi,kz Mandleni Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Msinga Local Municipality,446311,433121
406233,KIRpUjJ7mEi,kz Mangeni Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Nquthu Local Municipality,446311,433121
428233,KIRpUjJ7mEi,kz Manxili Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Nquthu Local Municipality,446311,433121
555742,anWKEo1Z2Pz,kz Manyane Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,446311,367621
881333,dZylikE1PsB,kz Manyiseni Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
588724,z478S4lofBn,kz Maphephetheni Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
501206,BRJK2K5mJIL,kz Maphophoma Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Nongoma Local Municipality,446311,272903
311542,NivY3BZqeLr,kz Maphumulo Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz Maphumulo Local Municipality,446311,585430
671533,dZylikE1PsB,kz Maputa Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
484651,NivY3BZqeLr,kz Maqumbi Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz Maphumulo Local Municipality,446311,585430
726615,D2TQgzl3HzB,kz Marburg Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
128760,D2TQgzl3HzB,kz Margate Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
424542,z478S4lofBn,kz Mariannridge Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
548651,BRJK2K5mJIL,kz Mashona Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
490415,BRJK2K5mJIL,kz Mason Street Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
828833,Zrt8CaZ4BkE,kz Masons Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
146533,KIRpUjJ7mEi,kz Masotsheni Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Nquthu Local Municipality,446311,433121
692342,anWKEo1Z2Pz,kz Mathungela Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,446311,367621
