FacilityId,Ou3uid,FacilityName,Province,District,SubDistrict,Ou2Code,Ou3Code
172551,dZylikE1PsB,kz Ezwenelisha Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
609624,mTGPVqDw39x,gp East Lynne Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 5 Health sub-District,333920,213103
238342,qTz6ZHmOPus,gp Eden Park Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,333920,565703
837406,qTz6ZHmOPus,gp Edenvale Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,333920,565703
165315,mTGPVqDw39x,gp Eersterust CHC,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,333920,213103
158551,CT8lZ9vouCK,gp Eikenhof Prov Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
707542,mTGPVqDw39x,gp Ekangala Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 7 Health sub-District,333920,213103
330106,HnxwzrjaFJ6,gp Elandsfontein Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
803042,CT8lZ9vouCK,gp Eldorado Park Ext 2 Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
672524,CT8lZ9vouCK,gp Eldorado Park Ext 9 Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
246442,mTGPVqDw39x,gp Eldoraigne Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 4 Health sub-District,333920,213103
275524,CT8lZ9vouCK,gp Elias Motsoaledi Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,333920,757012
986433,Es8ylB2flCn,fs Ethembeni Clinic,fs Free State Province,fs Xhariep District Municipality,fs Letsemeng Local Municipality,217302,541712
641724,IdmSgEWAJAJ,fs Eva Mota Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,217302,651821
889706,IdmSgEWAJAJ,fs Excelsior Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,217302,651821
564751,tV3bIVIgPoa,nc Ethembeni Clinic,nc Northern Cape Province,nc Pixley ka Seme District Municipality,nc Siyathemba Local Municipality,866402,646121
670415,tV3bIVIgPoa,nc Eurekaville Clinic,nc Northern Cape Province,nc Pixley ka Seme District Municipality,nc Umsobomvu Local Municipality,866402,646121
637424,ME8kWU0UX3u,lp Eensaam Clinic,lp Limpopo Province,lp Sekhukhune District Municipality,lp Makhuduthamaga Local Municipality,325111,220621
617451,ME8kWU0UX3u,lp Eerstegeluk Clinic,lp Limpopo Province,lp Sekhukhune District Municipality,lp Fetakgomo-Greater Tubatse Local Municipality,325111,220621
857651,cNqykWdrvRg,lp Eisleben Clinic,lp Limpopo Province,lp Capricorn District Municipality,lp Molemole Local Municipality,325111,173403
665224,ME8kWU0UX3u,lp Elandsdoorn Clinic,lp Limpopo Province,lp Sekhukhune District Municipality,lp Elias Motsoaledi Local Municipality,325111,220621
802815,ME8kWU0UX3u,lp Elandskraal Clinic,lp Limpopo Province,lp Sekhukhune District Municipality,lp Ephraim Mogale Local Municipality,325111,220621
959060,WnTlsaSVlEm,lp Ellisras Clinic,lp Limpopo Province,lp Waterberg District Municipality,lp Lephalale Local Municipality,325111,704412
962624,cNqykWdrvRg,lp Evelyn Lekganyane Clinic,lp Limpopo Province,lp Capricorn District Municipality,lp Polokwane Local Municipality,325111,173403
877660,HnxwzrjaFJ6,gp Fanyana Nhlapo Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Mogale City Local Municipality,333920,785121
739124,mTGPVqDw39x,gp FF Ribeiro Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,333920,213103
754124,qTz6ZHmOPus,gp First Avenue Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,333920,565703
357142,HnxwzrjaFJ6,gp Fochville Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Merafong City Local Municipality,333920,785121
438442,mTGPVqDw39x,gp Folang Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,333920,213103
488624,CT8lZ9vouCK,gp Freedom Park Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
731633,TbCwPijrHNt,ec Fezeka NU 3 Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
322760,ql0rmwCO9UV,ec Fish River Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Inxuba Yethemba Local Municipality,431111,732412
321433,gG593Bj4Pw3,ec Flagstaff Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
789560,K8jjt6s87Hu,ec Fort Beaufort Gateway Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
246733,TbCwPijrHNt,ec Fort Grey Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
677206,K8jjt6s87Hu,ec Fort Malan Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
614542,K8jjt6s87Hu,ec Frankfort Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
568806,ql0rmwCO9UV,ec Fransbury Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
387451,TbCwPijrHNt,ec Frere Gateway Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
263133,q7RiAE9fLwc,mp Fernie 1 Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
738333,q7RiAE9fLwc,mp Fernie 2 Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
386215,jV5WxrHYFzy,mp Fig Tree Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
265224,t6py4PSEdnz,nw Fafung Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,568802,705721
100124,t6py4PSEdnz,nw Freedom Park Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,568802,705721
684124,DCPty9q6jMi,wc Factreton Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,584611,472412
116633,DCPty9q6jMi,wc Fagan Street Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,584611,472412
185115,DCPty9q6jMi,wc Fisantekraal Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,584611,472412
517515,DCPty9q6jMi,wc Fish Hoek Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,584611,472412
751833,KIRpUjJ7mEi,kz Felani Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Nquthu Local Municipality,446311,433121
234542,z478S4lofBn,kz Folweni Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
343424,thF0XvUHYib,kz Forderville Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Inkosi Langalibalele Local Municipality,446311,353812
386624,z478S4lofBn,kz Fredville Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
388351,BRJK2K5mJIL,kz Friesgewacht Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz eDumbe Local Municipality,446311,272903
615233,BRJK2K5mJIL,kz Fuduka Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
542533,IdmSgEWAJAJ,fs Fateng Tse Ntsho Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,217302,651821
667615,uCk9SOG7zPC,fs Fauna Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,217302,441412
885415,Es8ylB2flCn,fs Fauresmith Clinic,fs Free State Province,fs Xhariep District Municipality,fs Kopanong Local Municipality,217302,541712
917615,uCk9SOG7zPC,fs Fichardtpark Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,217302,441412
275642,Es8ylB2flCn,fs Flora Clinic,fs Free State Province,fs Xhariep District Municipality,fs Kopanong Local Municipality,217302,541712
475542,b5mCCfOR8R3,fs Frankfort Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Mafube Local Municipality,217302,543412
966215,uCk9SOG7zPC,fs Freedom Square Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,217302,441412
745751,hrsvLawdaY9,nc Florianville (Floors) Clinic,nc Northern Cape Province,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,866402,495430
465915,YYs2UMpZZ5o,nc Fraserburg CHC,nc Northern Cape Province,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,866402,259530
532660,d8xaVWREBhh,lp Folovhodwe Clinic,lp Limpopo Province,lp Vhembe District Municipality,lp Thulamela Local Municipality,325111,487121
850033,d8xaVWREBhh,lp Fondwe Clinic,lp Limpopo Province,lp Vhembe District Municipality,lp Thulamela Local Municipality,325111,487121
591060,mTGPVqDw39x,gp Garankuwa View Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,333920,213103
713351,mTGPVqDw39x,gp Gazankulu Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,333920,213103
133715,qTz6ZHmOPus,gp Geluksdal Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,333920,565703
252133,qTz6ZHmOPus,gp Germiston City Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,333920,565703
216251,CT8lZ9vouCK,gp Glenanda Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,333920,757012
617824,HnxwzrjaFJ6,gp Glenhavie Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
589315,qTz6ZHmOPus,gp Goba Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,333920,565703
356533,CT8lZ9vouCK,gp Green Village Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg D Health sub-District,333920,757012
238642,qTz6ZHmOPus,gp Greenfields Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,333920,565703
767542,ql0rmwCO9UV,ec Gardens Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
243224,K8jjt6s87Hu,ec Gcaleka Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
289451,zpkQ8sQRTZ3,ec Gelvandale Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,431111,678321
177133,K8jjt6s87Hu,ec Gilton Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
146615,TbCwPijrHNt,ec Ginsberg Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
422851,K8jjt6s87Hu,ec Glenmore Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Ngqushwa Local Municipality,431111,252803
546551,TbCwPijrHNt,ec Gompo A Ndende Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
334524,TbCwPijrHNt,ec Gompo B Jwayi Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
532124,TbCwPijrHNt,ec Gompo C Jabavu Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
584633,TbCwPijrHNt,ec Gonubie Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
618051,gG593Bj4Pw3,ec Goso Forest Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
417660,zpkQ8sQRTZ3,ec Govan Mbeki Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,431111,678321
543424,ql0rmwCO9UV,ec Gqaga Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Engcobo Local Municipality,431111,732412
720615,QklDVCzIwT6,ec Gqaqhala Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,431111,404230
350733,zpkQ8sQRTZ3,ec Gqebera CHC,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,431111,678321
331106,ql0rmwCO9UV,ec Gqogqora Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,431111,732412
809024,gG593Bj4Pw3,ec Gqubeni Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
346151,K8jjt6s87Hu,ec Gqunqe Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
551760,EjbGzWzoog1,ec Graaff-Reinet Day Hospital,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Dr Beyers Naud̩ Local Municipality,431111,621012
308815,EjbGzWzoog1,ec Gracey Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,431111,621012
228624,K8jjt6s87Hu,ec Grainvalley Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
272924,TbCwPijrHNt,ec Greenfields Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
456542,d12AA2zsVxt,ec Greenville Gateway Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
236733,TbCwPijrHNt,ec Grey Gateway Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
369651,ql0rmwCO9UV,ec Guba Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,431111,732412
565633,ql0rmwCO9UV,ec Gubenxa Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Engcobo Local Municipality,431111,732412
276424,gG593Bj4Pw3,ec Gura Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Mhlontlo Local Municipality,431111,264903
819742,zpkQ8sQRTZ3,ec Gustav Lamour Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela B Health sub-District,431111,678321
544024,K8jjt6s87Hu,ec Gwabeni Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Ngqushwa Local Municipality,431111,252803
541733,K8jjt6s87Hu,ec Gwadana Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
267242,K8jjt6s87Hu,ec Gwadu Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
449942,ql0rmwCO9UV,ec Gwatyu Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
513915,K8jjt6s87Hu,ec Gxulu Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
634551,K8jjt6s87Hu,ec Gxwederha Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
743515,QAFeD9Y7ndl,mp Gemsbokspruit Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,827311,631203
545415,q7RiAE9fLwc,mp Glenmore Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
731024,jV5WxrHYFzy,mp Glenthorpe Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
976824,jV5WxrHYFzy,mp Glory Hill Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,827311,976421
810151,QAFeD9Y7ndl,mp Goederede Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,827311,631203
257724,jV5WxrHYFzy,mp Gottenburg Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
887324,QAFeD9Y7ndl,mp Greenside CHC,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
178442,q7RiAE9fLwc,mp Greylingstad Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dipaleseng Local Municipality,827311,334903
262051,q7RiAE9fLwc,mp Grootvlei CHC,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dipaleseng Local Municipality,827311,334903
439824,jV5WxrHYFzy,mp Gutshwa Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
356451,ZWcUeSJI21o,nw Ga Motlatla Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,568802,740203
226715,t6py4PSEdnz,nw Ga-Motla Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moretele Local Municipality,568802,705721
251624,ZWcUeSJI21o,nw Ganalaagte Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,568802,740203
861660,lJbNeGCcG2Z,nw Ganyesa CHC,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,568802,841921
840733,ZWcUeSJI21o,nw Gelukspan Gateway Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,568802,740203
145415,lJbNeGCcG2Z,nw Glaudina Clinic,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,568802,841921
323551,iLWjlkUEjzX,nw Goedgevonden Clinic,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,568802,497630
468551,ZWcUeSJI21o,nw Gopane Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,568802,740203
521706,iLWjlkUEjzX,nw Grace Mokgomo CHC,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,568802,497630
637051,ZWcUeSJI21o,nw Groot Marico Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,568802,740203
762642,R7QUGAX8ENy,wc Gansbaai Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Overstrand Local Municipality,584611,685330
781151,R7QUGAX8ENy,wc Genadendal Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Theewaterskloof Local Municipality,584611,685330
847551,VpEEvpG5uWw,wc George Central Clinic,wc Western Cape Province,wc Eden District Municipality,wc George Local Municipality,584611,853430
563315,kd9K76vLzaR,wc Gouda Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,584611,541221
181515,DAfY9rmgyLm,wc Graafwater Clinic,wc Western Cape Province,wc West Coast District Municipality,wc Cederberg Local Municipality,584611,322303
869333,VpEEvpG5uWw,wc Great Brak River Clinic,wc Western Cape Province,wc Eden District Municipality,wc Mossel Bay Local Municipality,584611,853430
216015,kd9K76vLzaR,wc Groendal Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Stellenbosch Local Municipality,584611,541221
147733,DCPty9q6jMi,wc Guguletu CHC,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Klipfontein Health sub-District,584611,472412
504006,DCPty9q6jMi,wc Guguletu Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Klipfontein Health sub-District,584611,472412
263506,D2TQgzl3HzB,kz Gamalakhe CHC,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
763724,D2TQgzl3HzB,kz Gcilima Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
247342,thF0XvUHYib,kz Gcinalishone Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,446311,353812
274451,ZX1oX6qk4hw,kz Gcinokuhle Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Ubuhlebezwe Local Municipality,446311,866912
694242,Zrt8CaZ4BkE,kz Gcumisa Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz uMshwathi Local Municipality,446311,575421
264924,dZylikE1PsB,kz Gedleza Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
823551,anWKEo1Z2Pz,kz Gingindlovu Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,446311,367621
687242,D2TQgzl3HzB,kz GJ Crooke's Gateway Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umdoni Local Municipality,446311,546212
611106,z478S4lofBn,kz Glen Earle Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
303124,NivY3BZqeLr,kz Glenhills Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz KwaDukuza Local Municipality,446311,585430
226533,KIRpUjJ7mEi,kz Glenridge Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Endumeni Local Municipality,446311,433121
312442,BRJK2K5mJIL,kz Gluckstadt Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
926442,Zrt8CaZ4BkE,kz Gomane Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Impendle Local Municipality,446311,575421
179542,z478S4lofBn,kz Goodwins Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
432315,ZX1oX6qk4hw,kz Gowanlee Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
790551,D2TQgzl3HzB,kz Gqayinyanga Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umzumbe Local Municipality,446311,546212
708642,ZX1oX6qk4hw,kz Gqumeni Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,446311,866912
584215,Zrt8CaZ4BkE,kz Grange Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
222324,oEIslAINyYA,kz Greenock Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Dannhauser Local Municipality,446311,863112
282706,KIRpUjJ7mEi,kz Greytown Gateway Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Umvoti Local Municipality,446311,433121
476124,oEIslAINyYA,kz Groenvlei Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Emadlangeni Local Municipality,446311,863112
493424,NivY3BZqeLr,kz Groutville Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz KwaDukuza Local Municipality,446311,585430
917960,z478S4lofBn,kz Grove End Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
728142,ZX1oX6qk4hw,kz Gugwini Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
170115,KIRpUjJ7mEi,kz Gunjana Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Msinga Local Municipality,446311,433121
428024,dZylikE1PsB,kz Gunjaneni Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
288706,ZX1oX6qk4hw,kz Gwala Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,446311,866912
304433,dZylikE1PsB,kz Gwaliweni Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
766460,uCk9SOG7zPC,fs Gabriel Dichabe Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,217302,441412
611315,uCk9SOG7zPC,fs Gaongalelwe Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Thaba N'chu Health sub-District,217302,441412
167715,OR2w9kBBhZe,fs Geneva Clinic,fs Free State Province,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,217302,129112
407215,xK5IXClMZu4,nc Gadiboe Clinic,nc Northern Cape Province,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,866402,334321
567215,hrsvLawdaY9,nc Galeshewe Day Hospital,nc Northern Cape Province,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,866402,495430
784124,hrsvLawdaY9,nc Ganspan Clinic,nc Northern Cape Province,nc Frances Baard District Municipality,nc Phokwane Local Municipality,866402,495430
214642,xK5IXClMZu4,nc Gasehunelo Wyk 5 Clinic,nc Northern Cape Province,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,866402,334321
647324,xK5IXClMZu4,nc Glen Red Clinic,nc Northern Cape Province,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,866402,334321
831406,xK5IXClMZu4,nc Gothusamang Winter Maroro Clinic,nc Northern Cape Province,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,866402,334321
762515,hrsvLawdaY9,nc Greenpoint Clinic,nc Northern Cape Province,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,866402,495430
289506,tV3bIVIgPoa,nc Griekwastad (Helpmekaar) CHC,nc Northern Cape Province,nc Pixley ka Seme District Municipality,nc Siyancuma Local Municipality,866402,646121
113951,iFiImi5WXRl,nc Groblershoop CHC,nc Northern Cape Province,nc Zwelentlanga Fatman Mgcawu District Municipality,nc !Kheis Local Municipality,866402,741212
304333,WnTlsaSVlEm,lp Ga Madiba Clinic,lp Limpopo Province,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,325111,704412
